time,H1_1_2
0.3831380695111,0.7518889931E-11
0.7854330424977,0.7435134285E-11
1.207842764134,0.7348715832E-11
1.651372971851,0.7259624377E-11
2.117079689955,0.7167857376E-11
2.606071743964,0.7073420607E-11
3.119513400673,0.6976328851E-11
3.658627140218,0.6876606570E-11
4.224696566740,0.6774288573E-11
4.819069464588,0.6669420668E-11
5.443161007328,0.6562060280E-11
6.098457127206,0.6452277033E-11
6.786518053077,0.6340153275E-11
7.508982025242,0.6225784541E-11
8.267569196015,0.6109279928E-11
9.064085725327,0.5990762385E-11
9.900428081105,0.5870368877E-11
10.77858755467,0.5748250436E-11
11.70065500192,0.5624572057E-11
12.66882582152,0.5499512443E-11
13.68540518211,0.5373263569E-11
14.75281351073,0.5246030069E-11
15.87359225577,0.5118028416E-11
17.05040993807,0.4989485905E-11
18.28606850449,0.4860639421E-11
19.58350999922,0.4731733995E-11
20.94582356870,0.4603021153E-11
22.37625281664,0.4474757067E-11
23.87820352698,0.4347200515E-11
25.45525177285,0.4220610688E-11
27.11115243100,0.4095244843E-11
28.84984812206,0.3971355862E-11
30.67547859767,0.3849189741E-11
32.59239059707,0.3728983059E-11
34.60514819643,0.3610960474E-11
36.71854367577,0.3495332296E-11
38.93760892907,0.3382292211E-11
41.26762744503,0.3272015180E-11
43.71414688679,0.3164655606E-11
46.28299230064,0.3060345790E-11
48.98027998519,0.2959194741E-11
51.81243205396,0.2861287370E-11
54.78619172617,0.2766684104E-11
57.90863938198,0.2675420931E-11
61.18720942059,0.2587509881E-11
64.62970796114,0.2502939941E-11
68.24433142870,0.2421678366E-11
72.03968606965,0.2343672363E-11
76.02480844264,0.2268851083E-11
80.20918693429,0.2197127873E-11
84.60278435051,0.2128402704E-11
89.21606163755,0.2062564708E-11
94.06000278894,0.1999494747E-11
99.14614099789,0.1939067932E-11
104.4865861173,0.1881156027E-11
110.0940534927,0.1825629675E-11
115.9818942368,0.1772360387E-11
122.1641270182,0.1721222277E-11
128.6554714386,0.1672093490E-11
135.4713830800,0.1624857341E-11
142.6280903035,0.1579403146E-11
150.1426328882,0.1535626787E-11
158.0329026022,0.1493431005E-11
166.3176858018,0.1452725483E-11
175.0167081614,0.1413426740E-11
184.1506816390,0.1375457882E-11
193.7413537904,0.1338748244E-11
203.8115595494,0.1303232960E-11
214.3852755964,0.1268852499E-11
225.4876774458,0.1235552186E-11
237.1451993876,0.1203281724E-11
249.3855974265,0.1171994744E-11
262.2380153673,0.1141648392E-11
275.7330542052,0.1112202940E-11
289.9028449849,0.1083621452E-11
304.7811253037,0.1055869475E-11
320.4033196384,0.1028914777E-11
336.8066236898,0.1002727111E-11
354.0300929438,0.9772780108E-12
372.1147356605,0.9525406026E-12
391.1036105131,0.9284894424E-12
411.0419291082,0.9051003610E-12
431.9771636331,0.8823503178E-12
453.9591598843,0.8602172578E-12
477.0402559480,0.8386799686E-12
501.2754068149,0.8177179308E-12
526.7223152252,0.7973111621E-12
553.4415690560,0.7774400498E-12
581.4967855783,0.7580851725E-12
610.9547629267,0.7392271103E-12
641.8856391426,0.7208462451E-12
674.3630591692,0.7029225567E-12
708.4643501972,0.6854354181E-12
744.2707057765,0.6683634014E-12
781.8673791349,0.6516841014E-12
821.3438861611,0.6353739896E-12
862.7942185387,0.6194083123E-12
906.3170675351,0.6037610414E-12
952.0160589814,0.5884048925E-12
1000.000000000,0.5733114167E-12
