time,H1_1_2
0.3831380695111,0.2428833501E-10
0.7854330424977,0.1501916207E-10
1.207842764134,0.1106220351E-10
1.651372971851,0.8995710259E-11
2.117079689955,0.7718679272E-11
2.606071743964,0.6831620632E-11
3.119513400673,0.6166361775E-11
3.658627140218,0.5641824246E-11
4.224696566740,0.5213356790E-11
4.819069464588,0.4854143925E-11
5.443161007328,0.4546759587E-11
6.098457127206,0.4279460906E-11
6.786518053077,0.4043899253E-11
7.508982025242,0.3834041332E-11
8.267569196015,0.3645337734E-11
9.064085725327,0.3474333029E-11
9.900428081105,0.3318309067E-11
10.77858755467,0.3175123360E-11
11.70065500192,0.3043036965E-11
12.66882582152,0.2920639542E-11
13.68540518211,0.2806763178E-11
14.75281351073,0.2700435660E-11
15.87359225577,0.2600833118E-11
17.05040993807,0.2507254334E-11
18.28606850449,0.2419096335E-11
19.58350999922,0.2335838241E-11
20.94582356870,0.2257028462E-11
22.37625281664,0.2182271644E-11
23.87820352698,0.2111222292E-11
25.45525177285,0.2043576796E-11
27.11115243100,0.1979067169E-11
28.84984812206,0.1917453602E-11
30.67547859767,0.1858520342E-11
32.59239059707,0.1802071232E-11
34.60514819643,0.1747929112E-11
36.71854367577,0.1695934100E-11
38.93760892907,0.1645941944E-11
41.26762744503,0.1597820827E-11
43.71414688679,0.1551451134E-11
46.28299230064,0.1506725750E-11
48.98027998519,0.1463546349E-11
51.81243205396,0.1421823636E-11
54.78619172617,0.1381475454E-11
57.90863938198,0.1342426771E-11
61.18720942059,0.1304609446E-11
64.62970796114,0.1267962173E-11
68.24433142870,0.1232429467E-11
72.03968606965,0.1197961560E-11
76.02480844264,0.1164513479E-11
80.20918693429,0.1132044290E-11
84.60278435051,0.1100517022E-11
89.21606163755,0.1069897753E-11
94.06000278894,0.1040155689E-11
99.14614099789,0.1011262586E-11
104.4865861173,0.9831924580E-12
110.0940534927,0.9559212483E-12
115.9818942368,0.9294265303E-12
122.1641270182,0.9036872144E-12
128.6554714386,0.8786833568E-12
135.4713830800,0.8543959165E-12
142.6280903035,0.8308065985E-12
150.1426328882,0.8078976870E-12
158.0329026022,0.7856519198E-12
166.3176858018,0.7640523886E-12
175.0167081614,0.7430824614E-12
184.1506816390,0.7227257315E-12
193.7413537904,0.7029659816E-12
203.8115595494,0.6837871640E-12
214.3852755964,0.6651733920E-12
225.4876774458,0.6471089230E-12
237.1451993876,0.6295782527E-12
249.3855974265,0.6125659327E-12
262.2380153673,0.5960568412E-12
275.7330542052,0.5800359966E-12
289.9028449849,0.5644886711E-12
304.7811253037,0.5494003917E-12
320.4033196384,0.5347569599E-12
336.8066236898,0.5205444689E-12
354.0300929438,0.5067493201E-12
372.1147356605,0.4933582372E-12
391.1036105131,0.4803582777E-12
411.0419291082,0.4677368429E-12
431.9771636331,0.4554816841E-12
453.9591598843,0.4435809085E-12
477.0402559480,0.4320229812E-12
501.2754068149,0.4207967264E-12
526.7223152252,0.4098913259E-12
553.4415690560,0.3992962429E-12
581.4967855783,0.3890015089E-12
610.9547629267,0.3789972887E-12
641.8856391426,0.3692741557E-12
674.3630591692,0.3598230156E-12
708.4643501972,0.3506350982E-12
744.2707057765,0.3417019490E-12
781.8673791349,0.3330154201E-12
821.3438861611,0.3245676609E-12
862.7942185387,0.3163511084E-12
906.3170675351,0.3083584779E-12
952.0160589814,0.3005827528E-12
1000.000000000,0.2930171752E-12
