time,H1_1_2
0.3831380695111,0.3057849933E-10
0.7854330424977,0.2498246780E-10
1.207842764134,0.2076397591E-10
1.651372971851,0.1757440976E-10
2.117079689955,0.1514723307E-10
2.606071743964,0.1328182282E-10
3.119513400673,0.1182920065E-10
3.658627140218,0.1067999105E-10
4.224696566740,0.9754616431E-11
4.819069464588,0.8995549113E-11
5.443161007328,0.8361345040E-11
6.098457127206,0.7822152620E-11
6.786518053077,0.7356398756E-11
7.508982025242,0.6948385610E-11
8.267569196015,0.6586573200E-11
9.064085725327,0.6262366406E-11
9.900428081105,0.5969265433E-11
10.77858755467,0.5702273661E-11
11.70065500192,0.5457485235E-11
12.66882582152,0.5231796868E-11
13.68540518211,0.5022704956E-11
14.75281351073,0.4828161130E-11
15.87359225577,0.4646467947E-11
17.05040993807,0.4476202289E-11
18.28606850449,0.4316158081E-11
19.58350999922,0.4165302643E-11
20.94582356870,0.4022742792E-11
22.37625281664,0.3887698044E-11
23.87820352698,0.3759479092E-11
25.45525177285,0.3637470291E-11
27.11115243100,0.3521115295E-11
28.84984812206,0.3409905259E-11
30.67547859767,0.3303369222E-11
32.59239059707,0.3201066413E-11
34.60514819643,0.3102580311E-11
36.71854367577,0.3007514332E-11
38.93760892907,0.2915489024E-11
41.26762744503,0.2826140659E-11
43.71414688679,0.2739121059E-11
46.28299230064,0.2654098489E-11
48.98027998519,0.2570759412E-11
51.81243205396,0.2488810851E-11
54.78619172617,0.2407983140E-11
57.90863938198,0.2328032793E-11
61.18720942059,0.2248745267E-11
64.62970796114,0.2169937415E-11
68.24433142870,0.2091459449E-11
72.03968606965,0.2013196296E-11
76.02480844264,0.1935068267E-11
80.20918693429,0.1857031011E-11
84.60278435051,0.1779074765E-11
89.21606163755,0.1701222945E-11
94.06000278894,0.1623530169E-11
99.14614099789,0.1546079783E-11
104.4865861173,0.1468981020E-11
110.0940534927,0.1392365871E-11
115.9818942368,0.1316385768E-11
122.1641270182,0.1241208169E-11
128.6554714386,0.1167013099E-11
135.4713830800,0.1093989705E-11
142.6280903035,0.1022332851E-11
150.1426328882,0.9522397921E-12
158.0329026022,0.8839069246E-12
166.3176858018,0.8175266392E-12
175.0167081614,0.7532842793E-12
184.1506816390,0.6913552224E-12
193.7413537904,0.6319021049E-12
203.8115595494,0.5750722160E-12
214.3852755964,0.5209950954E-12
225.4876774458,0.4697803750E-12
237.1451993876,0.4215159100E-12
249.3855974265,0.3762662463E-12
262.2380153673,0.3340714708E-12
275.7330542052,0.2949464892E-12
289.9028449849,0.2588807646E-12
304.7811253037,0.2258385448E-12
320.4033196384,0.1957595873E-12
336.8066236898,0.1685603807E-12
354.0300929438,0.1441358435E-12
372.1147356605,0.1223614727E-12
391.1036105131,0.1030958938E-12
411.0419291082,0.8618373768E-13
431.9771636331,0.7145875109E-13
453.9591598843,0.5874679905E-13
477.0402559480,0.4787021085E-13
501.2754068149,0.3864919446E-13
526.7223152252,0.3090642838E-13
553.4415690560,0.2446949593E-13
581.4967855783,0.1917338800E-13
610.9547629267,0.1486261865E-13
641.8856391426,0.1139290880E-13
674.3630591692,0.8632410561E-14
708.4643501972,0.6462467129E-14
744.2707057765,0.4777925365E-14
781.8673791349,0.3487037569E-14
821.3438861611,0.2511004639E-14
862.7942185387,0.1783224192E-14
906.3170675351,0.1248313823E-14
952.0160589814,0.8609815501E-15
1000.000000000,0.5848128151E-15
