 IPER  ISTEP  TLEN  STAIN  CSTIN  IBEIN  IBVIN  WSTIN  CNHIN  STAOUT  CSTOUT  IBEOUT  IBVOUT  WSTOUT  CNHOUT  ABER  RBER
 1          1          0.38313807       0                0                0                0.002903987      0                0                0                0                0                0                0                0.002903987      0                0               
 1          2          0.78543304       0                0                0                0.0059445415     0                0                0                0                0                0                0                0.0059445415     0                0               
 1          3          1.2078428        0                0                0                0.009127649      0                0                0                0                0                0                0                0.009127649      -4.3368087e-19   0               
 1          4          1.651373         0                0                0                0.012459514      0                0                0                0                0                0                0                0.012459514      -4.3368087e-19   0               
 1          5          2.1170797        0                0                0                0.015946564      0                0                0                0                0                0                0                0.015946564      0                0               
 1          6          2.6060717        0                0                0                0.019595454      0                0                0                0                0                0                0                0.019595454      4.3368087e-19    0               
 1          7          3.1195134        0                0                0                0.023413065      0                0                0                0                0                0                0                0.023413065      8.6736174e-19    0               
 1          8          3.6586271        0                0                0                0.027406513      0                0                0                0                2.4422522e-17    0                0                0.027406513      8.6736174e-19    0               
 1          9          4.2246966        0                0                0                0.031583144      0                0                0                0                2.4422522e-17    0                0                0.031583144      8.6736174e-19    0               
 1          10         4.8190695        0                0                0                0.035950539      0                0                0                0                2.4422522e-17    0                0                0.035950539      8.6736174e-19    0               
 1          11         5.443161         0                0                0                0.040516513      0                0                0                0                3.6633782e-17    0                0                0.040516513      8.6736174e-19    0               
 1          12         6.0984571        0                0                0                0.045289115      0                0                0                0                6.1056304e-17    0                0                0.045289115      8.6736174e-19    0               
 1          13         6.7865181        0                0                0                0.050276623      0                0                0                0                6.1056304e-17    0                0                0.050276623      8.6736174e-19    0               
 1          14         7.508982         0                0                0                0.055487548      0                0                0                0                6.1056304e-17    0                0                0.055487548      8.6736174e-19    0               
 1          15         8.2675692        0                0                2.4422522e-17    0.060930622      0                0                0                0                6.1056304e-17    0                0                0.060930622      8.6736174e-19    0               
 1          16         9.0640857        0                0                2.4422522e-17    0.0666148        0                0                0                0                6.1056304e-17    0                0                0.0666148        8.6736174e-19    0               
 1          17         9.9004281        0                0                2.4422522e-17    0.072549248      0                0                0                0                6.1056304e-17    0                0                0.072549248      8.6736174e-19    0               
 1          18         10.778588        0                0                2.4422522e-17    0.078743338      0                0                0                0                6.1056304e-17    0                0                0.078743338      1.7347235e-18    0               
 1          19         11.700655        0                0                2.4422522e-17    0.085206638      0                0                0                0                6.1056304e-17    0                0                0.085206638      1.7347235e-18    0               
 1          20         12.668826        0                0                2.4422522e-17    0.091948901      0                0                0                0                6.1056304e-17    0                0                0.091948901      1.7347235e-18    0               
 1          21         13.685405        0                0                2.4422522e-17    0.09898005       0                0                0                0                6.1056304e-17    0                0                0.09898005       1.7347235e-18    0               
 1          22         14.752814        0                0                2.4422522e-17    0.10631017       0                0                0                0                6.1056304e-17    0                0                0.10631017       1.7347235e-18    0               
 1          23         15.873592        0                0                2.4422522e-17    0.11394947       0                0                0                0                7.3267565e-17    0                0                0.11394947       2.6020852e-18    0               
 1          24         17.05041         0                0                2.4422522e-17    0.1219083        0                0                0                0                7.3267565e-17    0                0                0.1219083        2.6020852e-18    0               
 1          25         18.286069        0                0                2.4422522e-17    0.1301971        0                0                0                0                7.3267565e-17    0                0                0.1301971        2.6020852e-18    0               
 1          26         19.58351         0                0                2.4422522e-17    0.13882639       0                0                0                0                7.3267565e-17    0                0                0.13882639       4.3368087e-18    0               
 1          27         20.945824        0                0                2.4422522e-17    0.14780672       0                0                0                0                8.5478825e-17    0                0                0.14780672       4.3368087e-18    0               
 1          28         22.376253        0                0                2.4422522e-17    0.1571487        0                0                0                0                8.5478825e-17    0                0                0.1571487        4.3368087e-18    0               
 1          29         23.878204        0                0                2.4422522e-17    0.1668629        0                0                0                0                8.5478825e-17    0                0                0.1668629        4.3368087e-18    0               
 1          30         25.455252        0                0                2.4422522e-17    0.17695987       0                0                0                0                8.5478825e-17    0                0                0.17695987       4.3368087e-18    0               
 1          31         27.111152        0                0                2.4422522e-17    0.18745008       0                0                0                0                8.5478825e-17    0                0                0.18745008       4.3368087e-18    0               
 1          32         28.849848        0                0                2.4422522e-17    0.19834388       0                0                0                0                8.5478825e-17    0                0                0.19834388       4.3368087e-18    0               
 1          33         30.675479        0                0                2.4422522e-17    0.20965149       0                0                0                0                8.5478825e-17    0                0                0.20965149       4.3368087e-18    0               
 1          34         32.592391        0                0                2.4422522e-17    0.22138293       0                0                0                0                8.5478825e-17    0                0                0.22138293       2.6020852e-18    0               
 1          35         34.605148        0                0                2.4422522e-17    0.23354798       0                0                0                0                8.5478825e-17    0                0                0.23354798       8.6736174e-19    0               
 1          36         36.718544        0                0                2.4422522e-17    0.24615617       0                0                0                0                8.5478825e-17    0                0                0.24615617       8.6736174e-19    0               
 1          37         38.937609        0                0                2.4422522e-17    0.25921671       0                0                0                0                8.5478825e-17    0                0                0.25921671       -8.6736174e-19   0               
 1          38         41.267627        0                0                2.4422522e-17    0.27273842       0                0                0                0                8.5478825e-17    0                0                0.27273842       -8.6736174e-19   0               
 1          39         43.714147        0                0                2.4422522e-17    0.28672976       0                0                0                0                8.5478825e-17    0                0                0.28672976       -8.6736174e-19   0               
 1          40         46.282992        0                0                2.4422522e-17    0.30119872       0                0                0                0                8.5478825e-17    0                0                0.30119872       -8.6736174e-19   0               
 1          41         48.98028         0                0                2.4422522e-17    0.3161528        0                0                0                0                8.5478825e-17    0                0                0.3161528        -8.6736174e-19   0               
 1          42         51.812432        0                0                2.4422522e-17    0.33159901       0                0                0                0                8.5478825e-17    0                0                0.33159901       -8.6736174e-19   0               
 1          43         54.786192        0                0                2.4422522e-17    0.34754375       0                0                0                0                8.5478825e-17    0                0                0.34754375       -8.6736174e-19   0               
 1          44         57.908639        0                0                2.4422522e-17    0.36399287       0                0                0                0                8.5478825e-17    0                0                0.36399287       -8.6736174e-19   0               
 1          45         61.187209        0                0                2.4422522e-17    0.38095158       0                0                0                0                8.5478825e-17    0                0                0.38095158       -8.6736174e-19   0               
 1          46         64.629708        0                0                2.4422522e-17    0.39842446       0                0                0                0                8.5478825e-17    0                0                0.39842446       -8.6736174e-19   0               
 1          47         68.244331        0                0                2.4422522e-17    0.41641544       0                0                0                0                8.5478825e-17    0                0                0.41641544       2.6020852e-18    0               
 1          48         72.039686        0                0                2.4422522e-17    0.43492778       0                0                0                0                8.5478825e-17    0                0                0.43492778       2.6020852e-18    0               
 1          49         76.024808        0                0                2.4422522e-17    0.45396409       0                0                0                0                8.5478825e-17    0                0                0.45396409       2.6020852e-18    0               
 1          50         80.209187        0                0                2.4422522e-17    0.47352633       0                0                0                0                8.5478825e-17    0                0                0.47352633       6.0715322e-18    0               
