 IPER  ISTEP           DLEN           ILYR    IROW   ICOL                     STA                     FBC                     CST                     IBE                     IBV                     WST                     CNH                     ABER
 1          1          0.38313807       1          1          1          -0.00000000e+00  1.45199351e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.45199351e-03  0.00000000e+00  
 1          1          0.38313807       1          1          2          -0.00000000e+00  -2.90398703e-03  0.00000000e+00   0.00000000e+00   2.90398703e-03   0.00000000e+00   0.00000000e+00   -3.32319302e-19 
 1          1          0.38313807       1          1          3          -0.00000000e+00  1.45199351e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.45199351e-03  0.00000000e+00  
 1          2          0.40229497       1          1          1          -0.00000000e+00  1.52027726e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.52027726e-03  0.00000000e+00  
 1          2          0.40229497       1          1          2          -0.00000000e+00  -3.04055452e-03  0.00000000e+00   0.00000000e+00   3.04055452e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          2          0.40229497       1          1          3          -0.00000000e+00  1.52027726e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.52027726e-03  0.00000000e+00  
 1          3          0.42240972       1          1          1          -0.00000000e+00  1.59155373e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.59155373e-03  0.00000000e+00  
 1          3          0.42240972       1          1          2          -0.00000000e+00  -3.18310747e-03  0.00000000e+00   0.00000000e+00   3.18310747e-03   0.00000000e+00   0.00000000e+00   -3.66382030e-19 
 1          3          0.42240972       1          1          3          -0.00000000e+00  1.59155373e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.59155373e-03  0.00000000e+00  
 1          4          0.44353021       1          1          1          -0.00000000e+00  1.66593255e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.66593255e-03  0.00000000e+00  
 1          4          0.44353021       1          1          2          -0.00000000e+00  -3.33186511e-03  0.00000000e+00   0.00000000e+00   3.33186511e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
