 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  CHEAD  COM  EST  HC  RERR
 1          1          0.38313807       1          1          1          2          10               0.002903987      490              490              2.2661345e-09   
 1          2          0.78543304       1          1          1          2          10               0.0059445415     490              490              1.8483525e-09   
 1          3          1.2078428        1          1          1          2          10               0.009127649      490              490              2.112185e-09    
 1          4          1.651373         1          1          1          2          10               0.012459514      490              490              2.3490687e-09   
 1          5          2.1170797        1          1          1          2          10               0.015946564      490              490              4.076978e-09    
 1          6          2.6060717        1          1          1          2          10               0.019595454      490              490              3.8007225e-09   
 1          7          3.1195134        1          1          1          2          10               0.023413065      490              490              3.5820869e-09   
 1          8          3.6586271        1          1          1          2          10               0.027406513      490              490              4.4497362e-09   
 1          9          4.2246966        1          1          1          2          10               0.031583144      490              490              4.3778678e-09   
 1          10         4.8190695        1          1          1          2          10               0.035950539      490              490              4.3055433e-09   
 1          11         5.443161         1          1          1          2          10               0.040516513      490              490              4.2727536e-09   
 1          12         6.0984571        1          1          1          2          10               0.045289115      490              490              4.5017586e-09   
 1          13         6.7865181        1          1          1          2          10               0.050276623      490              490              4.9963253e-09   
 1          14         7.508982         1          1          1          2          10               0.055487548      490              490              5.1575992e-09   
 1          15         8.2675692        1          1          1          2          10               0.060930622      490              490              5.2808793e-09   
 1          16         9.0640857        1          1          1          2          10               0.0666148        490              490              5.7597315e-09   
 1          17         9.9004281        1          1          1          2          10               0.072549248      490              490              5.931625e-09    
 1          18         10.778588        1          1          1          2          10               0.078743338      490              490              6.0992266e-09   
 1          19         11.700655        1          1          1          2          10               0.085206638      490              490              6.3197242e-09   
 1          20         12.668826        1          1          1          2          10               0.091948901      490              490              6.5472322e-09   
 1          21         13.685405        1          1          1          2          10               0.09898005       490              490              6.8169866e-09   
 1          22         14.752814        1          1          1          2          10               0.10631017       490              490              7.0886588e-09   
 1          23         15.873592        1          1          1          2          10               0.11394947       490              490              7.4037581e-09   
 1          24         17.05041         1          1          1          2          10               0.1219083        490              490              7.7154791e-09   
 1          25         18.286069        1          1          1          2          10               0.1301971        490              490              8.0712538e-09   
 1          26         19.58351         1          1          1          2          10               0.13882639       490              490              8.4208466e-09   
 1          27         20.945824        1          1          1          2          10               0.14780672       490              490              9.4020554e-09   
 1          28         22.376253        1          1          1          2          10               0.1571487        490              490              9.7759514e-09   
 1          29         23.878204        1          1          1          2          10               0.1668629        490              490              1.0174431e-08   
 1          30         25.455252        1          1          1          2          10               0.17695987       490              490              1.0610304e-08   
 1          31         27.111152        1          1          1          2          10               0.18745008       490              490              1.107022e-08    
 1          32         28.849848        1          1          1          2          10               0.19834388       490              490              1.152183e-08    
 1          33         30.675479        1          1          1          2          10               0.20965149       490              490              1.1984584e-08   
 1          34         32.592391        1          1          1          2          10               0.22138293       490              490              1.2451843e-08   
 1          35         34.605148        1          1          1          2          10               0.23354798       490              490              1.2937371e-08   
 1          36         36.718544        1          1          1          2          10               0.24615617       490              490              1.3424826e-08   
 1          37         38.937609        1          1          1          2          10               0.25921671       490              490              1.392421e-08    
 1          38         41.267627        1          1          1          2          10               0.27273842       490              490              1.4426714e-08   
 1          39         43.714147        1          1          1          2          10               0.28672976       490              490              1.4923293e-08   
 1          40         46.282992        1          1          1          2          10               0.30119872       490              490              1.5413616e-08   
 1          41         48.98028         1          1          1          2          10               0.3161528        490              490              1.5897786e-08   
 1          42         51.812432        1          1          1          2          10               0.33159901       490              490              1.6484074e-08   
 1          43         54.786192        1          1          1          2          10               0.34754375       490              490              1.6925256e-08   
 1          44         57.908639        1          1          1          2          10               0.36399287       490              490              1.735886e-08    
 1          45         61.187209        1          1          1          2          10               0.38095158       490              490              1.7766096e-08   
 1          46         64.629708        1          1          1          2          10               0.39842446       490              490              1.816075e-08    
 1          47         68.244331        1          1          1          2          10               0.41641544       490              490              1.85251e-08     
 1          48         72.039686        1          1          1          2          10               0.43492778       490              490              1.8850927e-08   
 1          49         76.024808        1          1          1          2          10               0.45396409       490              490              1.9156347e-08   
 1          50         80.209187        1          1          1          2          10               0.47352633       490              490              1.9427465e-08   
 1          51         84.602784        1          1          1          2          10               0.49361585       490              490              1.9666229e-08   
 1          52         89.216062        1          1          1          2          10               0.5142334        490              490              1.9861813e-08   
 1          53         94.060003        1          1          1          2          10               0.5353792        490              490              2.0026462e-08   
 1          54         99.146141        1          1          1          2          10               0.55705297       490              490              2.0159334e-08   
 1          55         104.48659        1          1          1          2          10               0.57925404       490              490              2.0255885e-08   
 1          56         110.09405        1          1          1          2          10               0.60198139       490              490              2.0318124e-08   
 1          57         115.98189        1          1          1          2          10               0.62523379       490              490              2.0354391e-08   
 1          58         122.16413        1          1          1          2          10               0.64900988       490              490              2.0367544e-08   
 1          59         128.65547        1          1          1          2          10               0.67330828       490              490              2.0355861e-08   
 1          60         135.47138        1          1          1          2          10               0.69812775       490              490              2.0324146e-08   
 1          61         142.62809        1          1          1          2          10               0.7234673        490              490              2.0272254e-08   
 1          62         150.14263        1          1          1          2          10               0.74932635       490              490              2.0209171e-08   
 1          63         158.0329         1          1          1          2          10               0.77570486       490              490              2.0132273e-08   
 1          64         166.31769        1          1          1          2          10               0.80260348       490              490              2.0048382e-08   
 1          65         175.01671        1          1          1          2          9.9999999        0.83002368       490              490              1.9960799e-08   
 1          66         184.15068        1          1          1          2          9.9999999        0.85796795       490              490              1.9869633e-08   
 1          67         193.74135        1          1          1          2          9.9999998        0.88643983       490              490              1.9783175e-08   
 1          68         203.81156        1          1          1          2          9.9999998        0.9154441        490              490              1.9699154e-08   
 1          69         214.38528        1          1          1          2          9.9999996        0.94498689       490              490              1.9614101e-08   
 1          70         225.48768        1          1          1          2          9.9999994        0.97507572       490              490              1.9538658e-08   
