 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  CHEAD  COM  EST  HC  RERR
 1          66         184.15068        1          1          1          2          8.0821118        4.9409345        491.91789        491.91789        4.5789564e-07   
 1          67         193.74135        1          1          1          2          7.9117167        5.0645616        492.08828        492.08828        4.4808716e-07   
 1          68         203.81156        1          1          1          2          7.734374         5.1906923        492.26563        492.26563        4.3861445e-07   
 1          69         214.38528        1          1          1          2          7.5504027        5.3192947        492.4496         492.4496         4.2946437e-07   
 1          70         225.48768        1          1          1          2          7.3601491        5.4503206        492.63985        492.63985        4.2062695e-07   
 1          71         237.1452         1          1          1          2          7.1639846        5.583703         492.83602        492.83602        4.1208886e-07   
 1          72         249.3856         1          1          1          2          6.9623034        5.719355         493.0377         493.0377         4.0384001e-07   
 1          73         262.23802        1          1          1          2          6.7555203        5.8571685        493.24448        493.24448        3.9586597e-07   
 1          74         275.73305        1          1          1          2          6.54407          5.9970131        493.45593        493.45593        3.8815513e-07   
 1          75         289.90284        1          1          1          2          6.3284056        6.1387348        493.67159        493.67159        3.8069563e-07   
 1          76         304.78113        1          1          1          2          6.1089978        6.282156         493.891          493.891          3.7347668e-07   
 1          77         320.40332        1          1          1          2          5.8863353        6.4270744        494.11366        494.11366        3.6648749e-07   
 1          78         336.80662        1          1          1          2          5.6609237        6.5732638        494.33908        494.33908        3.5971773e-07   
 1          79         354.03009        1          1          1          2          5.4332862        6.7204735        494.56671        494.56671        3.5316118e-07   
 1          80         372.11474        1          1          1          2          5.2039635        6.8684296        494.79604        494.79604        3.4680832e-07   
 1          81         391.10361        1          1          1          2          4.9735131        7.0168356        495.02649        495.02649        3.4065468e-07   
 1          82         411.04193        1          1          1          2          4.7425099        7.1653737        495.25749        495.25749        3.3469449e-07   
 1          83         431.97716        1          1          1          2          4.5115446        7.3137068        495.48846        495.48846        3.2892461e-07   
 1          84         453.95916        1          1          1          2          4.2812228        7.4614803        495.71878        495.71878        3.233409e-07    
 1          85         477.04026        1          1          1          2          4.0521636        7.6083244        495.94784        495.94784        3.1794339e-07   
 1          86         501.27541        1          1          1          2          3.8249963        7.753857         496.175          496.175          3.1273188e-07   
 1          87         526.72232        1          1          1          2          3.6003582        7.8976868        496.39964        496.39964        3.0770628e-07   
 1          88         553.44157        1          1          1          2          3.3788902        8.0394168        496.62111        496.62111        3.0286558e-07   
 1          89         581.49679        1          1          1          2          3.1612324        8.1786477        496.83877        496.83877        2.9821505e-07   
 1          90         610.95476        1          1          1          2          2.948019         8.3149825        497.05198        497.05198        2.9375832e-07   
 1          91         641.88564        1          1          1          2          2.7398723        8.44803          497.26013        497.26013        2.8949548e-07   
 1          92         674.36306        1          1          1          2          2.5373967        8.5774101        497.4626         497.4626         2.8543051e-07   
 1          93         708.46435        1          1          1          2          2.3411714        8.7027577        497.65883        497.65883        2.815663e-07    
 1          94         744.27071        1          1          1          2          2.1517443        8.8237277        497.84826        497.84826        2.7790522e-07   
 1          95         781.86738        1          1          1          2          1.9696243        8.9399997        498.03038        498.03038        2.7444815e-07   
 1          96         821.34389        1          1          1          2          1.7952745        9.0512822        498.20473        498.20473        2.7119742e-07   
 1          97         862.79422        1          1          1          2          1.6291058        9.1573171        498.37089        498.37089        2.6815223e-07   
 1          98         906.31707        1          1          1          2          1.4714701        9.2578839        498.52853        498.52853        2.6531005e-07   
 1          99         952.01606        1          1          1          2          1.3226553        9.3528028        498.67734        498.67734        2.6266976e-07   
 1          100        1000             1          1          1          2          1.1828802        9.4419378        498.81712        498.81712        2.6022863e-07   
