 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  CHEAD  COM  EST  HC  RERR
 1          1          0.38313807       1          1          1          2          10               0.023431472      490              490              1.3447171e-08   
 1          2          0.78543304       1          1          1          2          9.9999999        0.043531881      490              490              9.1450765e-09   
 1          3          1.2078428        1          1          1          2          9.9999995        0.061073341      490              490              6.9161434e-09   
 1          4          1.651373         1          1          1          2          9.9999979        0.076662465      490              490              1.0785626e-07   
 1          5          2.1170797        1          1          1          2          9.9999927        0.090770308      490.00001        490.00001        1.4251191e-07   
 1          6          2.6060717        1          1          1          2          9.9999787        0.1037592        490.00002        490.00002        1.5571313e-07   
 1          7          3.1195134        1          1          1          2          9.9999452        0.11590589       490.00005        490.00005        1.6032164e-07   
 1          8          3.6586271        1          1          1          2          9.9998723        0.12742084       490.00013        490.00013        1.6090411e-07   
 1          9          4.2246966        1          1          1          2          9.9997258        0.13846393       490.00027        490.00027        1.5941047e-07   
 1          10         4.8190695        1          1          1          2          9.9994504        0.14915689       490.00055        490.00055        1.5680945e-07   
 1          11         5.443161         1          1          1          2          9.9989624        0.15959294       490.00104        490.00104        1.5362275e-07   
 1          12         6.0984571        1          1          1          2          9.9981399        0.16984418       490.00186        490.00186        1.5014189e-07   
 1          13         6.7865181        1          1          1          2          9.9968144        0.17996709       490.00319        490.00319        1.4654375e-07   
 1          14         7.508982         1          1          1          2          9.9947617        0.19000662       490.00524        490.00524        1.4292936e-07   
 1          15         8.2675692        1          1          1          2          9.9916942        0.19999924       490.00831        490.00831        1.3936039e-07   
 1          16         9.0640857        1          1          1          2          9.9872561        0.20997504       490.01274        490.01274        1.3587119e-07   
 1          17         9.9004281        1          1          1          2          9.9810204        0.21995939       490.01898        490.01898        1.3248081e-07   
 1          18         10.778588        1          1          1          2          9.97249          0.22997407       490.02751        490.02751        1.2920262e-07   
 1          19         11.700655        1          1          1          2          9.9611031        0.24003808       490.0389         490.0389         1.2603982e-07   
 1          20         12.668826        1          1          1          2          9.9462409        0.25016829       490.05376        490.05376        1.2299311e-07   
 1          21         13.685405        1          1          1          2          9.9272399        0.26037993       490.07276        490.07276        1.2006307e-07   
 1          22         14.752814        1          1          1          2          9.9034067        0.27068684       490.09659        490.09659        1.1724832e-07   
 1          23         15.873592        1          1          1          2          9.8740342        0.28110185       490.12597        490.12597        1.1454797e-07   
