 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  NODE  THIK  HEAD  THETA  VK  SKE  SKV
 1          1          0.38313807       1          1          1          2          1          0.51586838       8.0469384        0.43886135       0.001            1.0369405e-05    0.010369405     
 1          1          0.38313807       1          1          1          2          2          0.52518434       9.7892338        0.44881509       0.001            1.0221668e-05    0.010221668     
 1          1          0.38313807       1          1          1          2          3          0.52619368       9.9772619        0.44987236       0.001            1.0205976e-05    0.010205976     
 1          1          0.38313807       1          1          1          2          4          0.52630262       9.997547         0.44998623       0.001            1.0204286e-05    0.010204286     
 1          1          0.38313807       1          1          1          2          5          0.52631437       9.9997354        0.44999851       0.001            1.0204104e-05    0.010204104     
 1          1          0.38313807       1          1          1          2          6          0.52631564       9.9999715        0.44999984       0.001            1.0204084e-05    0.010204084     
 1          1          0.38313807       1          1          1          2          7          0.52631577       9.9999969        0.44999998       0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          8          0.52631579       9.9999997        0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          9          0.52631579       10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          10         0.26315789       10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          1          0.50801415       6.5742574        0.43018579       0.001            1.0498295e-05    0.010498295     
 1          2          0.78543304       1          1          1          2          2          0.52334961       9.4472215        0.44688278       0.001            1.0250351e-05    0.010250351     
 1          2          0.78543304       1          1          1          2          3          0.52588533       9.9198383        0.4495498        0.001            1.0210764e-05    0.010210764     
 1          2          0.78543304       1          1          1          2          4          0.52625698       9.98905          0.44993854       0.001            1.0204994e-05    0.010204994     
 1          2          0.78543304       1          1          1          2          5          0.52630806       9.9985605        0.44999192       0.001            1.0204202e-05    0.010204202     
 1          2          0.78543304       1          1          1          2          6          0.5263148        9.9998157        0.44999897       0.001            1.0204097e-05    0.010204097     
 1          2          0.78543304       1          1          1          2          7          0.52631567       9.9999769        0.44999987       0.001            1.0204084e-05    0.010204084     
 1          2          0.78543304       1          1          1          2          8          0.52631577       9.9999971        0.44999998       0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          9          0.52631579       9.9999996        0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          10         0.26315789       9.9999999        0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          1          0.50210663       5.4640947        0.42348166       0.001            1.0597968e-05    0.010597968     
 1          3          1.2078428        1          1          1          2          2          0.52112194       9.0316086        0.44451833       0.001            1.0285455e-05    0.010285455     
 1          3          1.2078428        1          1          1          2          3          0.52536799       9.8234739        0.44900776       0.001            1.0218809e-05    0.010218809     
 1          3          1.2078428        1          1          1          2          4          0.52615863       9.9707351        0.44983572       0.001            1.020652e-05     0.01020652      
 1          3          1.2078428        1          1          1          2          5          0.52629134       9.9954468        0.44997445       0.001            1.0204461e-05    0.010204461     
 1          3          1.2078428        1          1          1          2          6          0.52631215       9.9993231        0.4499962        0.001            1.0204138e-05    0.010204138     
 1          3          1.2078428        1          1          1          2          7          0.52631527       9.9999027        0.44999945       0.001            1.020409e-05     0.01020409      
 1          3          1.2078428        1          1          1          2          8          0.52631572       9.9999864        0.44999992       0.001            1.0204083e-05    0.010204083     
 1          3          1.2078428        1          1          1          2          9          0.52631578       9.9999981        0.44999999       0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          10         0.26315789       9.9999995        0.45             0.001            1.0204082e-05    0.010204082     
 1          4          1.651373         1          1          1          2          1          0.4976476        4.6247143        0.41831592       0.001            1.067481e-05     0.01067481      
 1          4          1.651373         1          1          1          2          2          0.51871865       8.5828224        0.44194471       0.001            1.0323672e-05    0.010323672     
 1          4          1.651373         1          1          1          2          3          0.5246466        9.689067         0.44825015       0.001            1.0230055e-05    0.010230055     
 1          4          1.651373         1          1          1          2          4          0.52598972       9.9392807        0.44965905       0.001            1.0209142e-05    0.010209142     
 1          4          1.651373         1          1          1          2          5          0.52625704       9.9890606        0.4499386        0.001            1.0204993e-05    0.010204993     
 1          4          1.651373         1          1          1          2          6          0.52630581       9.9981422        0.44998957       0.001            1.0204236e-05    0.010204236     
 1          4          1.651373         1          1          1          2          7          0.52631417       9.9996985        0.44999831       0.001            1.0204107e-05    0.010204107     
 1          4          1.651373         1          1          1          2          8          0.52631554       9.9999528        0.44999973       0.001            1.0204086e-05    0.010204086     
 1          4          1.651373         1          1          1          2          9          0.52631575       9.9999927        0.44999996       0.001            1.0204082e-05    0.010204082     
 1          4          1.651373         1          1          1          2          10         0.26315789       9.9999979        0.44999999       0.001            1.0204082e-05    0.010204082     
 1          5          2.1170797        1          1          1          2          1          0.4942588        3.9859745        0.4143277        0.001            1.0734159e-05    0.010734159     
 1          5          2.1170797        1          1          1          2          2          0.51628575       8.1280862        0.43931498       0.001            1.0362731e-05    0.010362731     
 1          5          2.1170797        1          1          1          2          3          0.52374311       9.5206722        0.44729834       0.001            1.0244184e-05    0.010244184     
 1          5          2.1170797        1          1          1          2          4          0.52573683       9.8921817        0.44939432       0.001            1.0213072e-05    0.010213072     
 1          5          2.1170797        1          1          1          2          5          0.52619703       9.9778858        0.44987587       0.001            1.0205924e-05    0.010205924     
 1          5          2.1170797        1          1          1          2          6          0.52629306       9.995767         0.44997624       0.001            1.0204434e-05    0.010204434     
 1          5          2.1170797        1          1          1          2          7          0.52631167       9.9992321        0.44999569       0.001            1.0204146e-05    0.010204146     
 1          5          2.1170797        1          1          1          2          8          0.52631507       9.9998665        0.44999925       0.001            1.0204093e-05    0.010204093     
 1          5          2.1170797        1          1          1          2          9          0.52631567       9.999977         0.44999987       0.001            1.0204084e-05    0.010204084     
 1          5          2.1170797        1          1          1          2          10         0.26315788       9.9999927        0.44999996       0.001            1.0204082e-05    0.010204082     
 1          6          2.6060717        1          1          1          2          1          0.49165694       3.4950771        0.41122831       0.001            1.0780296e-05    0.010780296     
 1          6          2.6060717        1          1          1          2          2          0.51391613       7.684779         0.43672972       0.001            1.0401139e-05    0.010401139     
 1          6          2.6060717        1          1          1          2          3          0.52268831       9.323997         0.44618297       0.001            1.0260743e-05    0.010260743     
 1          6          2.6060717        1          1          1          2          4          0.52539173       9.8279012        0.44903265       0.001            1.021844e-05     0.01021844      
 1          6          2.6060717        1          1          1          2          5          0.52610293       9.9603629        0.44977747       0.001            1.0207385e-05    0.010207385     
