 IPER  ISTEP  TLEN  STAIN  CSTIN  IBEIN  IBVIN  WSTIN  CNHIN  STAOUT  CSTOUT  IBEOUT  IBVOUT  WSTOUT  CNHOUT  ABER  RBER
 1          1          0.38313807       0                0                0                0.023431472      0                0                0                0                0                0                0                0.023431472      0                0               
 1          2          0.78543304       0                0                0                0.043531881      0                0                0                0                0                0                0                0.043531881      0                0               
 1          3          1.2078428        0                0                0                0.061073341      0                0                0                0                0                0                0                0.061073341      3.469447e-18     5.6807879e-15   
 1          4          1.651373         0                0                0                0.076662465      0                0                0                0                0                0                0                0.076662465      6.9388939e-18    9.0512273e-15   
 1          5          2.1170797        0                0                0                0.090770308      0                0                0                0                0                0                0                0.090770308      8.6736174e-18    7.6444534e-15   
 1          6          2.6060717        0                0                0                0.1037592        0                0                0                0                0                0                0                0.1037592        1.0408341e-17    6.6874974e-15   
 1          7          3.1195134        0                0                0                0.11590589       0                0                0                0                0                0                0                0.11590589       1.0408341e-17    5.986662e-15    
 1          8          3.6586271        0                0                0                0.12742084       0                0                0                0                0                0                0                0.12742084       1.0408341e-17    1.0891301e-14   
 1          9          4.2246966        0                0                0                0.13846393       0                0                0                0                0                0                0                0.13846393       1.0408341e-17    1.0022673e-14   
 1          10         4.8190695        0                0                0                0.14915689       0                0                0                0                0                0                0                0.14915689       1.2143064e-17    9.3041545e-15   
 1          11         5.443161         0                0                0                0.15959294       0                0                0                0                0                0                0                0.15959294       8.6736174e-18    8.6957402e-15   
 1          12         6.0984571        0                0                0                0.16984418       0                0                0                0                0                0                0                0.16984418       1.2143064e-17    8.1708939e-15   
 1          13         6.7865181        0                0                0                0.17996709       0                0                0                0                0                0                0                0.17996709       1.3877788e-17    7.7112921e-15   
 1          14         7.508982         0                0                0                0.19000662       0                0                0                0                0                0                0                0.19000662       1.3877788e-17    7.3038442e-15   
 1          15         8.2675692        0                0                0                0.19999924       0                0                0                0                0                0                0                0.19999924       1.2143064e-17    6.9389203e-15   
 1          16         9.0640857        0                0                0                0.20997504       0                0                0                0                0                0                0                0.20997504       1.2143064e-17    6.6092559e-15   
 1          17         9.9004281        0                0                0                0.21995939       0                0                0                0                0                0                0                0.21995939       1.2143064e-17    6.3092499e-15   
 1          18         10.778588        0                0                0                0.22997407       0                0                0                0                0                0                0                0.22997407       1.2143064e-17    6.0345012e-15   
 1          19         11.700655        0                0                0                0.24003808       0                0                0                0                0                0                0                0.24003808       1.2143064e-17    5.7814944e-15   
 1          20         12.668826        0                0                0                0.25016829       0                0                0                0                0                0                0                0.25016829       1.2143064e-17    1.1094762e-14   
 1          21         13.685405        0                0                0                0.26037993       0                0                0                0                0                0                0                0.26037993       1.2143064e-17    1.0659645e-14   
 1          22         14.752814        0                0                0                0.27068684       0                0                0                0                0                0                0                0.27068684       1.2143064e-17    1.0253759e-14   
 1          23         15.873592        0                0                0                0.28110185       0                0                0                0                0                0                0                0.28110185       1.2143064e-17    9.8738502e-15   
 1          24         17.05041         0                0                0                0.29163688       0                0                0                0                0                0                0                0.29163688       1.2143064e-17    9.5171693e-15   
 1          25         18.286069        0                0                0                0.30230316       0                0                0                0                0                0                0                0.30230316       1.2143064e-17    9.1813713e-15   
 1          26         19.58351         0                0                0                0.31311132       0                0                0                0                0                0                0                0.31311132       1.2143064e-17    8.8644434e-15   
 1          27         20.945824        0                0                0                0.32407148       0                0                0                0                0                0                0                0.32407148       1.2143064e-17    8.5646462e-15   
 1          28         22.376253        0                0                0                0.33519332       0                0                0                0                0                0                0                0.33519332       1.2143064e-17    8.280468e-15    
 1          29         23.878204        0                0                0                0.34648611       0                0                0                0                0                0                0                0.34648611       1.2143064e-17    8.0105883e-15   
 1          30         25.455252        0                0                0                0.35795873       0                0                0                0                0                0                0                0.35795873       1.2143064e-17    7.753848e-15    
 1          31         27.111152        0                0                0                0.36961965       0                0                0                0                0                0                0                0.36961965       1.2143064e-17    7.5092263e-15   
 1          32         28.849848        0                0                0                0.38147691       0                0                0                0                0                0                0                0.38147691       1.3877788e-17    7.2758207e-15   
 1          33         30.675479        0                0                0                0.39353805       0                0                0                0                0                0                0                0.39353805       1.3877788e-17    7.0528315e-15   
 1          34         32.592391        0                0                0                0.40581006       0                0                0                0                0                0                0                0.40581006       1.3877788e-17    6.8395484e-15   
 1          35         34.605148        0                0                0                0.41829922       0                0                0                0                0                0                0                0.41829922       1.3877788e-17    6.63534e-15     
 1          36         36.718544        0                0                0                0.43101104       0                0                0                0                0                0                0                0.43101104       1.3877788e-17    6.4396438e-15   
 1          37         38.937609        0                0                0                0.44395003       0                0                0                0                0                0                0                0.44395003       1.3877788e-17    6.2519593e-15   
 1          38         41.267627        0                0                0                0.45711963       0                0                0                0                0                0                0                0.45711963       1.5612511e-17    6.0718407e-15   
 1          39         43.714147        0                0                0                0.47052192       0                0                0                0                0                0                0                0.47052192       1.7347235e-17    5.8988911e-15   
 1          40         46.282992        0                0                0                0.48415752       0                0                0                0                0                0                0                0.48415752       1.7347235e-17    5.7327573e-15   
 1          41         48.98028         0                0                0                0.49802534       0                0                0                0                0                0                0                0.49802534       1.5612511e-17    5.5731252e-15   
 1          42         51.812432        0                0                0                0.51212238       0                0                0                0                0                0                0                0.51212238       1.5612511e-17    1.0839431e-14   
 1          43         54.786192        0                0                0                0.52644355       0                0                0                0                0                0                0                0.52644355       1.5612511e-17    1.0544559e-14   
 1          44         57.908639        0                0                0                0.54098152       0                0                0                0                0                0                0                0.54098152       1.5612511e-17    1.0261192e-14   
 1          45         61.187209        0                0                0                0.55572649       0                0                0                0                0                0                0                0.55572649       1.5612511e-17    9.9889338e-15   
 1          46         64.629708        0                0                0                0.57066613       0                0                0                0                0                0                0                0.57066613       1.9081958e-17    9.7274305e-15   
 1          47         68.244331        0                0                0                0.58578542       0                0                0                0                0                0                0                0.58578542       1.9081958e-17    9.4763627e-15   
 1          48         72.039686        0                0                0                0.60106662       0                0                0                0                0                0                0                0.60106662       1.9081958e-17    9.2354407e-15   
 1          49         76.024808        0                0                0                0.61648919       0                0                0                0                0                0                0                0.61648919       1.9081958e-17    9.0043998e-15   
 1          50         80.209187        0                0                0                0.63202982       0                0                0                0                0                0                0                0.63202982       1.7347235e-17    8.7829956e-15   
 1          51         84.602784        0                0                0                0.64766247       0                0                0                0                0                0                0                0.64766247       1.7347235e-17    8.5710001e-15   
 1          52         89.216062        0                0                0                0.66335847       0                0                0                0                0                0                0                0.66335847       2.0816682e-17    8.3681982e-15   
 1          53         94.060003        0                0                0                0.67908659       0                0                0                0                0                0                0                0.67908659       2.0816682e-17    8.1743848e-15   
 1          54         99.146141        0                0                0                0.69481329       0                0                0                0                0                0                0                0.69481329       1.7347235e-17    7.9893624e-15   
 1          55         104.48659        0                0                0                0.71050285       0                0                0                0                0                0                0                0.71050285       1.7347235e-17    7.8129386e-15   
 1          56         110.09405        0                0                0                0.72611766       0                0                0                0                0                0                0                0.72611766       1.7347235e-17    7.6449251e-15   
 1          57         115.98189        0                0                0                0.74161852       0                0                0                0                0                0                0                0.74161852       1.7347235e-17    7.4851356e-15   
 1          58         122.16413        0                0                0                0.75696489       0                0                0                0                0                0                0                0.75696489       1.7347235e-17    7.3333852e-15   
 1          59         128.65547        0                0                0                0.77211536       0                0                0                0                0                0                0                0.77211536       1.7347235e-17    7.1894893e-15   
 1          60         135.47138        0                0                0                0.78702792       0                0                0                0                0                0                0                0.78702792       1.7347235e-17    7.0532633e-15   
 1          61         142.62809        0                0                0                0.80166048       0                0                0                0                0                0                0                0.80166048       1.7347235e-17    6.9245214e-15   
 1          62         150.14263        0                0                0                0.81597125       0                0                0                0                0                0                0                0.81597125       1.7347235e-17    6.8030769e-15   
 1          63         158.0329         0                0                0                0.82991925       0                0                0                0                0                0                0                0.82991925       1.7347235e-17    6.6887413e-15   
 1          64         166.31769        0                0                0                0.84346478       0                0                0                0                0                0                0                0.84346478       1.7347235e-17    6.5813241e-15   
 1          65         175.01671        0                0                0                0.85656993       0                0                0                0                0                0                0                0.85656993       1.7347235e-17    6.4806327e-15   
 1          66         184.15068        0                0                0                0.86919904       0                0                0                0                0                0                0                0.86919904       1.7347235e-17    6.3864717e-15   
 1          67         193.74135        0                0                0                0.88131926       0                0                0                0                0                0                0                0.88131926       1.7347235e-17    6.2986427e-15   
 1          68         203.81156        0                0                0                0.89290093       0                0                0                0                0                0                0                0.89290093       1.5612511e-17    6.216944e-15    
 1          69         214.38528        0                0                0                0.90391814       0                0                0                0                0                0                0                0.90391814       1.5612511e-17    6.1411702e-15   
 1          70         225.48768        0                0                0                0.91434903       0                0                0                0                0                0                0                0.91434903       1.7347235e-17    6.0711117e-15   
 1          71         237.1452         0                0                0                0.92417621       0                0                0                0                0                0                0                0.92417621       1.7347235e-17    6.0065549e-15   
 1          72         249.3856         0                0                0                0.93338705       0                0                0                0                0                0                0                0.93338705       1.7347235e-17    5.947281e-15    
 1          73         262.23802        0                0                0                0.94197387       0                0                0                0                0                0                0                0.94197387       1.9081958e-17    5.893067e-15    
 1          74         275.73305        0                0                0                0.94993409       0                0                0                0                0                0                0                0.94993409       1.9081958e-17    5.8436845e-15   
 1          75         289.90284        0                0                0                0.95727027       0                0                0                0                0                0                0                0.95727027       2.0816682e-17    5.7989006e-15   
 1          76         304.78113        0                0                0                0.9639901        0                0                0                0                0                0                0                0.9639901        1.994932e-17     5.7584773e-15   
 1          77         320.40332        0                0                0                0.97010616       0                0                0                0                0                0                0                0.97010616       1.9081958e-17    5.7221728e-15   
 1          78         336.80662        0                0                0                0.97563576       0                0                0                0                0                0                0                0.97563576       1.994932e-17     5.6897413e-15   
 1          79         354.03009        0                0                0                0.98060054       0                0                0                0                0                0                0                0.98060054       2.0816682e-17    5.6609342e-15   
 1          80         372.11474        0                0                0                0.98502604       0                0                0                0                0                0                0                0.98502604       2.0816682e-17    5.6355009e-15   
 1          81         391.10361        0                0                0                0.98894119       0                0                0                0                0                0                0                0.98894119       2.0816682e-17    5.6131904e-15   
 1          82         411.04193        0                0                0                0.99237773       0                0                0                0                0                0                0                0.99237773       2.1684043e-17    5.5937522e-15   
 1          83         431.97716        0                0                0                0.99536959       0                0                0                0                0                0                0                0.99536959       2.1684043e-17    5.5769387e-15   
 1          84         453.95916        0                0                0                0.9979522        0                0                0                0                0                0                0                0.9979522        2.1684043e-17    5.562506e-15    
 1          85         477.04026        0                0                0                1.0001619        0                0                0                0                0                0                0                1.0001619        2.1684043e-17    1.1100433e-14   
 1          86         501.27541        0                0                0                1.0020351        0                0                0                0                0                0                0                1.0020351        2.1684043e-17    1.1079682e-14   
 1          87         526.72232        0                0                0                1.0036079        0                0                0                0                0                0                0                1.0036079        2.1684043e-17    1.1062318e-14   
 1          88         553.44157        0                0                0                1.0049155        0                0                0                0                0                0                0                1.0049155        2.1684043e-17    1.1047925e-14   
 1          89         581.49679        0                0                0                1.0059912        0                0                0                0                0                0                0                1.0059912        2.1900884e-17    1.1036111e-14   
 1          90         610.95476        0                0                0                1.0068668        0                0                0                0                0                0                0                1.0068668        2.2009304e-17    1.1026514e-14   
 1          91         641.88564        0                0                0                1.0075715        0                0                0                0                0                0                0                1.0075715        2.2009304e-17    1.1018802e-14   
 1          92         674.36306        0                0                0                1.0081321        0                0                0                0                0                0                0                1.0081321        2.2009304e-17    1.1012674e-14   
 1          93         708.46435        0                0                0                1.0085728        0                0                0                0                0                0                0                1.0085728        2.2009304e-17    1.1007862e-14   
 1          94         744.27071        0                0                0                1.008915         0                0                0                0                0                0                0                1.008915         2.2009304e-17    1.1004129e-14   
 1          95         781.86738        0                0                0                1.0091771        0                0                0                0                0                0                0                1.0091771        2.2009304e-17    1.100127e-14    
 1          96         821.34389        0                0                0                1.0093753        0                0                0                0                0                0                0                1.0093753        2.2036409e-17    1.099911e-14    
 1          97         862.79422        0                0                0                1.0095231        0                0                0                0                0                0                0                1.0095231        2.2063514e-17    1.0997499e-14   
 1          98         906.31707        0                0                0                1.0096318        0                0                0                0                0                0                0                1.0096318        2.2063514e-17    1.0996316e-14   
 1          99         952.01606        0                0                0                1.0097104        0                0                0                0                0                0                0                1.0097104        2.2063514e-17    1.0995459e-14   
 1          100        1000             0                0                0                1.0097665        0                0                0                0                0                0                0                1.0097665        2.207029e-17     1.0994849e-14   
