 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  CHEAD  COM  EST  HC  RERR
 1          70         225.48768        1          1          1          2          10               1.1560007        490              490              1.6162599e-05   
 1          71         237.1452         1          1          1          2          10               1.1841072        490              490              1.5779806e-05   
 1          72         249.3856         1          1          1          2          10               1.2128578        490              490              1.5406328e-05   
 1          73         262.23802        1          1          1          2          10               1.2422699        490              490              1.5042707e-05   
 1          74         275.73305        1          1          1          2          10               1.2723607        490              490              1.4687533e-05   
 1          75         289.90284        1          1          1          2          10               1.3031483        490              490              1.4340983e-05   
 1          76         304.78113        1          1          1          2          10               1.3346509        490              490              1.4002701e-05   
 1          77         320.40332        1          1          1          2          9.9999999        1.3668872        490              490              1.3673151e-05   
 1          78         336.80662        1          1          1          2          9.9999998        1.3998765        490              490              1.3351053e-05   
 1          79         354.03009        1          1          1          2          9.9999996        1.4336383        490              490              1.3037375e-05   
 1          80         372.11474        1          1          1          2          9.9999991        1.4681928        490              490              1.2731143e-05   
 1          81         391.10361        1          1          1          2          9.9999983        1.5035604        490              490              1.2432089e-05   
 1          82         411.04193        1          1          1          2          9.9999967        1.5397621        490              490              1.2140268e-05   
 1          83         431.97716        1          1          1          2          9.9999939        1.5768196        490.00001        490.00001        1.1855157e-05   
 1          84         453.95916        1          1          1          2          9.999989         1.6147548        490.00001        490.00001        1.157724e-05    
 1          85         477.04026        1          1          1          2          9.9999805        1.6535903        490.00002        490.00002        1.1305689e-05   
 1          86         501.27541        1          1          1          2          9.9999665        1.6933491        490.00003        490.00003        1.1040664e-05   
 1          87         526.72232        1          1          1          2          9.9999435        1.734055         490.00006        490.00006        1.0781624e-05   
 1          88         553.44157        1          1          1          2          9.9999067        1.775732         490.00009        490.00009        1.0528512e-05   
 1          89         581.49679        1          1          1          2          9.999849         1.8184049        490.00015        490.00015        1.0282111e-05   
 1          90         610.95476        1          1          1          2          9.9997604        1.8620992        490.00024        490.00024        1.0040799e-05   
 1          91         641.88564        1          1          1          2          9.9996266        1.9068408        490.00037        490.00037        9.805823e-06    
 1          92         674.36306        1          1          1          2          9.9994284        1.9526562        490.00057        490.00057        9.5760581e-06   
 1          93         708.46435        1          1          1          2          9.9991397        1.9995727        490.00086        490.00086        9.3518578e-06   
 1          94         744.27071        1          1          1          2          9.9987263        2.0476182        490.00127        490.00127        9.1328878e-06   
 1          95         781.86738        1          1          1          2          9.9981436        2.0968211        490.00186        490.00186        8.9187989e-06   
 1          96         821.34389        1          1          1          2          9.9973348        2.1472108        490.00267        490.00267        8.7098908e-06   
 1          97         862.79422        1          1          1          2          9.9962288        2.1988172        490.00377        490.00377        8.5052656e-06   
 1          98         906.31707        1          1          1          2          9.9947379        2.2516709        490.00526        490.00526        8.3053242e-06   
 1          99         952.01606        1          1          1          2          9.9927553        2.3058034        490.00724        490.00724        8.1111561e-06   
 1          100        1000             1          1          1          2          9.9901534        2.3612467        490.00985        490.00985        7.9202001e-06   
