 IPER  ISTEP  TLEN  STAIN  CSTIN  IBEIN  IBVIN  WSTIN  CNHIN  STAOUT  CSTOUT  IBEOUT  IBVOUT  WSTOUT  CNHOUT  ABER  RBER
 1          1          0.38313807       0                0                0.012306776      0.028996436      0                0                0                0                0                0                0                0.041303212      0                0               
 1          2          0.78543304       0                0                0.018639886      0.045210342      0                0                0                0                0                0                0                0.063850228      3.469447e-18     0               
 1          3          1.2078428        0                0                0.023598621      0.058096286      0                0                0                0                0                0                0                0.081694907      3.469447e-18     0               
 1          4          1.651373         0                0                0.02789904       0.069301533      0                0                0                0                0                0                0                0.097200572      3.469447e-18     0               
 1          5          2.1170797        0                0                0.031809173      0.079484495      0                0                0                0                0                0                0                0.11129367       3.469447e-18     0               
 1          6          2.6060717        0                0                0.035462416      0.088988323      0                0                0                0                0                0                0                0.12445074       5.2041704e-18    0               
 1          7          3.1195134        0                0                0.03893568       0.098018288      0                0                0                0                0                0                0                0.13695397       5.2041704e-18    0               
 1          8          3.6586271        0                0                0.042277103      0.10670932       0                0                0                0                0                0                0                0.14898642       8.6736174e-18    0               
 1          9          4.2246966        0                0                0.045517995      0.11515691       0                0                0                0                0                0                0                0.1606749        6.9388939e-18    0               
 1          10         4.8190695        0                0                0.048678721      0.12343296       0                0                0                0                0                0                0                0.17211168       8.6736174e-18    0               
 1          11         5.443161         0                0                0.051771913      0.13159465       0                0                0                0                0                0                0                0.18336657       6.9388939e-18    0               
 1          12         6.0984571        0                0                0.054804432      0.13968966       0                0                0                0                0                0                0                0.19449409       8.6736174e-18    0               
 1          13         6.7865181        0                0                0.057778697      0.14775925       0                0                0                0                0                0                0                0.20553795       8.6736174e-18    0               
 1          14         7.508982         0                0                0.060693682      0.15584024       0                0                0                0                0                0                0                0.21653392       1.2143064e-17    0               
 1          15         8.2675692        0                0                0.063545724      0.16396617       0                0                0                0                0                0                0                0.22751189       1.2143064e-17    0               
 1          16         9.0640857        0                0                0.066329206      0.17216798       0                0                0                0                0                0                0                0.23849719       1.2143064e-17    0               
 1          17         9.9004281        0                0                0.069037149      0.18047444       0                0                0                0                0                0                0                0.24951159       1.3877788e-17    0               
 1          18         10.778588        0                0                0.071661722      0.18891235       0                0                0                0                0                0                0                0.26057407       1.2143064e-17    0               
 1          19         11.700655        0                0                0.074194686      0.19750664       0                0                0                0                0                0                0                0.27170133       1.2143064e-17    0               
 1          20         12.668826        0                0                0.07662778       0.20628046       0                0                0                0                0                0                0                0.28290824       1.2143064e-17    0               
 1          21         13.685405        0                0                0.078953049      0.21525513       0                0                0                0                0                0                0                0.29420818       1.0408341e-17    0               
 1          22         14.752814        0                0                0.081163119      0.22445017       0                0                0                0                0                0                0                0.30561329       1.0408341e-17    0               
 1          23         15.873592        0                0                0.083251442      0.23388322       0                0                0                0                0                0                0                0.31713466       8.6736174e-18    0               
 1          24         17.05041         0                0                0.085212486      0.24357012       0                0                0                0                0                0                0                0.32878261       8.6736174e-18    0               
 1          25         18.286069        0                0                0.087041906      0.25352483       0                0                0                0                0                0                0                0.34056674       1.0408341e-17    0               
 1          26         19.58351         0                0                0.088736661      0.26375947       0                0                0                0                0                0                0                0.35249613       1.0408341e-17    0               
 1          27         20.945824        0                0                0.090295109      0.2742843        0                0                0                0                0                0                0                0.36457941       1.0408341e-17    0               
 1          28         22.376253        0                0                0.091717057      0.28510782       0                0                0                0                0                0                0                0.37682488       1.2143064e-17    0               
 1          29         23.878204        0                0                0.093003775      0.2962368        0                0                0                0                0                0                0                0.38924058       1.2143064e-17    0               
 1          30         25.455252        0                0                0.094157973      0.30767637       0                0                0                0                0                0                0                0.40183434       1.5612511e-17    0               
 1          31         27.111152        0                0                0.095183738      0.31943017       0                0                0                0                0                0                0                0.41461391       1.2143064e-17    0               
 1          32         28.849848        0                0                0.096086435      0.33150048       0                0                0                0                0                0                0                0.42758691       1.0408341e-17    0               
