 IPER  ISTEP           DLEN           ILYR    IROW   ICOL                     STA                     FBC                     CST                     IBE                     IBV                     WST                     CNH                     ABER
 1          1          0.38313807       1          1          1          -0.00000000e+00  9.28628488e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -9.28628488e-03  0.00000000e+00  
 1          1          0.38313807       1          1          2          -0.00000000e+00  -1.85725698e-02  0.00000000e+00   6.14720249e-03   1.24253673e-02   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          0.38313807       1          1          3          -0.00000000e+00  9.28628488e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -9.28628488e-03  0.00000000e+00  
 1          2          0.40229497       1          1          1          -0.00000000e+00  6.02008005e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -6.02008005e-03  0.00000000e+00  
 1          2          0.40229497       1          1          2          -0.00000000e+00  -1.20401601e-02  0.00000000e+00   3.16912322e-03   8.87103689e-03   0.00000000e+00   0.00000000e+00   -1.39574107e-18 
 1          2          0.40229497       1          1          3          -0.00000000e+00  6.02008005e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -6.02008005e-03  0.00000000e+00  
 1          3          0.42240972       1          1          1          -0.00000000e+00  4.65363234e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -4.65363234e-03  0.00000000e+00  
 1          3          0.42240972       1          1          2          -0.00000000e+00  -9.30726468e-03  0.00000000e+00   2.48220644e-03   6.82505824e-03   0.00000000e+00   0.00000000e+00   -1.46552812e-18 
 1          3          0.42240972       1          1          3          -0.00000000e+00  4.65363234e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -4.65363234e-03  0.00000000e+00  
 1          4          0.44353021       1          1          1          -0.00000000e+00  3.97069463e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.97069463e-03  0.00000000e+00  
 1          4          0.44353021       1          1          2          -0.00000000e+00  -7.94138927e-03  0.00000000e+00   2.15752454e-03   5.78386473e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          4          0.44353021       1          1          3          -0.00000000e+00  3.97069463e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.97069463e-03  0.00000000e+00  
 1          5          0.46570672       1          1          1          -0.00000000e+00  3.57697737e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.57697737e-03  0.00000000e+00  
 1          5          0.46570672       1          1          2          -0.00000000e+00  -7.15395475e-03  0.00000000e+00   1.94983963e-03   5.20411512e-03   0.00000000e+00   0.00000000e+00   8.07872377e-19  
 1          5          0.46570672       1          1          3          -0.00000000e+00  3.57697737e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.57697737e-03  0.00000000e+00  
 1          6          0.48899205       1          1          1          -0.00000000e+00  3.32467329e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.32467329e-03  0.00000000e+00  
 1          6          0.48899205       1          1          2          -0.00000000e+00  -6.64934657e-03  0.00000000e+00   1.82979652e-03   4.81955006e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          6          0.48899205       1          1          3          -0.00000000e+00  3.32467329e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.32467329e-03  0.00000000e+00  
 1          7          0.51344166       1          1          1          -0.00000000e+00  3.15196662e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.15196662e-03  0.00000000e+00  
 1          7          0.51344166       1          1          2          -0.00000000e+00  -6.30393324e-03  0.00000000e+00   1.73726223e-03   4.56667101e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          7          0.51344166       1          1          3          -0.00000000e+00  3.15196662e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.15196662e-03  0.00000000e+00  
 1          8          0.53911374       1          1          1          -0.00000000e+00  3.02884644e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.02884644e-03  0.00000000e+00  
 1          8          0.53911374       1          1          2          -0.00000000e+00  -6.05769289e-03  0.00000000e+00   1.67573446e-03   4.38195843e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          8          0.53911374       1          1          3          -0.00000000e+00  3.02884644e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.02884644e-03  0.00000000e+00  
 1          9          0.56606943       1          1          1          -0.00000000e+00  2.93933597e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.93933597e-03  0.00000000e+00  
 1          9          0.56606943       1          1          2          -0.00000000e+00  -5.87867194e-03  0.00000000e+00   1.62847770e-03   4.25019424e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          9          0.56606943       1          1          3          -0.00000000e+00  2.93933597e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.93933597e-03  0.00000000e+00  
 1          10         0.59437290       1          1          1          -0.00000000e+00  2.87392968e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.87392968e-03  0.00000000e+00  
 1          10         0.59437290       1          1          2          -0.00000000e+00  -5.74785935e-03  0.00000000e+00   1.59558190e-03   4.15227745e-03   0.00000000e+00   0.00000000e+00   -1.03107262e-18 
 1          10         0.59437290       1          1          3          -0.00000000e+00  2.87392968e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.87392968e-03  0.00000000e+00  
 1          11         0.62409154       1          1          1          -0.00000000e+00  2.82667724e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.82667724e-03  0.00000000e+00  
 1          11         0.62409154       1          1          2          -0.00000000e+00  -5.65335448e-03  0.00000000e+00   1.57088110e-03   4.08247338e-03   0.00000000e+00   0.00000000e+00   1.08262625e-18  
