 IPER  ISTEP  TLEN  ILYR  IROW  ICOL  DISP  COM  TOTGL  EST
 1          1          0.38313807       1          1          1          0                0                2000             1000            
 1          1          0.38313807       1          1          2          0.01857257       0.01857257       2000             1000            
 1          1          0.38313807       1          1          3          0                0                2000             1000            
 1          2          0.78543304       1          1          1          0                0                2000             1000            
 1          2          0.78543304       1          1          2          0.03061273       0.03061273       2000             1000            
 1          2          0.78543304       1          1          3          0                0                2000             1000            
 1          3          1.2078428        1          1          1          0                0                2000             1000            
 1          3          1.2078428        1          1          2          0.039919995      0.039919995      2000             1000            
 1          3          1.2078428        1          1          3          0                0                2000             1000            
 1          4          1.651373         1          1          1          0                0                2000             1000            
 1          4          1.651373         1          1          2          0.047861384      0.047861384      2000             1000            
 1          4          1.651373         1          1          3          0                0                2000             1000            
 1          5          2.1170797        1          1          1          0                0                2000             1000            
 1          5          2.1170797        1          1          2          0.055015339      0.055015339      2000             1000            
 1          5          2.1170797        1          1          3          0                0                2000             1000            
 1          6          2.6060717        1          1          1          0                0                2000             1000            
 1          6          2.6060717        1          1          2          0.061664685      0.061664685      2000             1000            
 1          6          2.6060717        1          1          3          0                0                2000             1000            
 1          7          3.1195134        1          1          1          0                0                2000             1000            
 1          7          3.1195134        1          1          2          0.067968618      0.067968618      2000             1000            
 1          7          3.1195134        1          1          3          0                0                2000             1000            
 1          8          3.6586271        1          1          1          0                0                2000             1000            
 1          8          3.6586271        1          1          2          0.074026311      0.074026311      2000             1000            
 1          8          3.6586271        1          1          3          0                0                2000             1000            
 1          9          4.2246966        1          1          1          0                0                2000             1000            
 1          9          4.2246966        1          1          2          0.079904983      0.079904983      2000             1000            
 1          9          4.2246966        1          1          3          0                0                2000             1000            
 1          10         4.8190695        1          1          1          0                0                2000             1000            
 1          10         4.8190695        1          1          2          0.085652843      0.085652843      2000             1000            
 1          10         4.8190695        1          1          3          0                0                2000             1000            
 1          11         5.443161         1          1          1          0                0                2000             1000            
 1          11         5.443161         1          1          2          0.091306197      0.091306197      2000             1000            
 1          11         5.443161         1          1          3          0                0                2000             1000            
 1          12         6.0984571        1          1          1          0                0                2000             1000            
 1          12         6.0984571        1          1          2          0.096893291      0.096893291      2000             1000            
 1          12         6.0984571        1          1          3          0                0                2000             1000            
 1          13         6.7865181        1          1          1          0                0                2000             1000            
 1          13         6.7865181        1          1          2          0.10243681       0.10243681       2000             1000            
 1          13         6.7865181        1          1          3          0                0                2000             1000            
 1          14         7.508982         1          1          1          0                0                2000             1000            
 1          14         7.508982         1          1          2          0.10795538       0.10795538       2000             1000            
 1          14         7.508982         1          1          3          0                0                2000             1000            
 1          15         8.2675692        1          1          1          0                0                2000             1000            
 1          15         8.2675692        1          1          2          0.11346464       0.11346464       2000             1000            
 1          15         8.2675692        1          1          3          0                0                2000             1000            
 1          16         9.0640857        1          1          1          0                0                2000             1000            
 1          16         9.0640857        1          1          2          0.11897796       0.11897796       2000             1000            
 1          16         9.0640857        1          1          3          0                0                2000             1000            
 1          17         9.9004281        1          1          1          0                0                2000             1000            
 1          17         9.9004281        1          1          2          0.12450697       0.12450697       2000             1000            
 1          17         9.9004281        1          1          3          0                0                2000             1000            
 1          18         10.778588        1          1          1          0                0                2000             1000            
 1          18         10.778588        1          1          2          0.13006192       0.13006192       2000             1000            
 1          18         10.778588        1          1          3          0                0                2000             1000            
 1          19         11.700655        1          1          1          0                0                2000             1000            
 1          19         11.700655        1          1          2          0.13565201       0.13565201       2000             1000            
 1          19         11.700655        1          1          3          0                0                2000             1000            
 1          20         12.668826        1          1          1          0                0                2000             1000            
 1          20         12.668826        1          1          2          0.14128555       0.14128555       2000             1000            
 1          20         12.668826        1          1          3          0                0                2000             1000            
 1          21         13.685405        1          1          1          0                0                2000             1000            
