 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  CHEAD  COM  EST  HC  RERR
 1          1          0.38313807       1          1          1          2          99.999997        0.01857257       400              490              1.4643047e-08   
 1          2          0.78543304       1          1          1          2          99.999963        0.03061273       400.00004        490              1.9900304e-08   
 1          3          1.2078428        1          1          1          2          99.999764        0.039919995      400.00024        490              1.6883303e-08   
 1          4          1.651373         1          1          1          2          99.99896         0.047861384      400.00104        490              1.4647972e-08   
 1          5          2.1170797        1          1          1          2          99.996447        0.055015339      400.00355        490              2.1083481e-08   
 1          6          2.6060717        1          1          1          2          99.98996         0.061664685      400.01004        490              1.893526e-08    
 1          7          3.1195134        1          1          1          2          99.975516        0.067968618      400.02448        490              1.8656877e-08   
 1          8          3.6586271        1          1          1          2          99.94696         0.074026311      400.05304        490              1.7158135e-08   
 1          9          4.2246966        1          1          1          2          99.895733        0.079904983      400.10427        490              1.6349707e-08   
 1          10         4.8190695        1          1          1          2          99.81096         0.085652843      400.18904        490              1.5929292e-08   
 1          11         5.443161         1          1          1          2          99.679854        0.091306197      400.32015        490              1.5146357e-08   
 1          12         6.0984571        1          1          1          2          99.488361        0.096893291      400.51164        490              1.4600093e-08   
 1          13         6.7865181        1          1          1          2          99.221952        0.10243681       400.77805        490              5.8440182e-08   
 1          14         7.508982         1          1          1          2          98.866432        0.10795538       401.13357        490              5.5637527e-08   
 1          15         8.2675692        1          1          1          2          98.408665        0.11346464       401.59134        490              8.5095074e-08   
 1          16         9.0640857        1          1          1          2          97.837161        0.11897796       402.16284        490              8.1265609e-08   
 1          17         9.9004281        1          1          1          2          97.142483        0.12450697       402.85752        490              7.7706235e-08   
 1          18         10.778588        1          1          1          2          96.317479        0.13006192       403.68252        490              7.4462248e-08   
 1          19         11.700655        1          1          1          2          95.357357        0.13565201       404.64264        490              9.0023093e-08   
 1          20         12.668826        1          1          1          2          94.259623        0.14128555       405.74038        490              8.6487083e-08   
 1          21         13.685405        1          1          1          2          93.023937        0.14697019       406.97606        490              9.7584407e-08   
 1          22         14.752814        1          1          1          2          91.651891        0.15271297       408.34811        490              9.4014871e-08   
 1          23         15.873592        1          1          1          2          90.146765        0.15852052       409.85324        490              1.0168604e-07   
 1          24         17.05041         1          1          1          2          88.513259        0.16439907       411.48674        490              9.8130365e-08   
 1          25         18.286069        1          1          1          2          86.757237        0.17035455       413.24276        490              1.0297585e-07   
 1          26         19.58351         1          1          1          2          84.885485        0.17639261       415.11452        490              9.9517484e-08   
 1          27         20.945824        1          1          1          2          82.905491        0.18251871       417.09451        490              1.0177277e-07   
 1          28         22.376253        1          1          1          2          80.82526         0.18873812       419.17474        490              9.8475995e-08   
 1          29         23.878204        1          1          1          2          78.653157        0.19505597       421.34684        490              9.8076621e-08   
 1          30         25.455252        1          1          1          2          76.397788        0.20147725       423.60221        490              1.0276011e-07   
 1          31         27.111152        1          1          1          2          74.067899        0.20800683       425.9321         490              9.9595242e-08   
 1          32         28.849848        1          1          1          2          71.672332        0.21464951       428.32767        490              1.0137085e-07   
 1          33         30.675479        1          1          1          2          69.219985        0.22140998       430.78002        490              1.058976e-07    
 1          34         32.592391        1          1          1          2          66.719791        0.2282929        433.28021        490              1.0332595e-07   
 1          35         34.605148        1          1          1          2          64.180737        0.23530284       435.81926        490              1.0446959e-07   
 1          36         36.718544        1          1          1          2          61.611878        0.24244435       438.38812        490              1.074637e-07    
 1          37         38.937609        1          1          1          2          59.022339        0.24972192       440.97766        490              1.1156307e-07   
 1          38         41.267627        1          1          1          2          56.421347        0.25713997       443.57865        490              1.0970492e-07   
 1          39         43.714147        1          1          1          2          53.818263        0.26470292       446.18174        490              1.0940959e-07   
 1          40         46.282992        1          1          1          2          51.222589        0.27241511       448.77741        490              1.0988328e-07   
 1          41         48.98028         1          1          1          2          48.643938        0.28028086       451.35606        490              1.1065021e-07   
 1          42         51.812432        1          1          1          2          46.092005        0.28830448       453.908          490              1.1136375e-07   
 1          43         54.786192        1          1          1          2          43.576529        0.29649022       456.42347        490              1.1866874e-07   
 1          44         57.908639        1          1          1          2          41.107244        0.30484233       458.89276        490              1.2444524e-07   
 1          45         61.187209        1          1          1          2          38.693792        0.31336502       461.30621        490              1.284523e-07    
 1          46         64.629708        1          1          1          2          36.34562         0.32206248       463.65438        490              1.3051899e-07   
 1          47         68.244331        1          1          1          2          34.071842        0.33093892       465.92816        490              5.8943531e-07   
 1          48         72.039686        1          1          1          2          31.881171        0.33999854       468.11883        490              5.7957937e-07   
 1          49         76.024808        1          1          1          2          29.781771        0.34924555       470.21823        490              5.6791949e-07   
 1          50         80.209187        1          1          1          2          27.781046        0.3586842        472.21895        490              5.545951e-07    
 1          51         84.602784        1          1          1          2          25.885593        0.36831876       474.11441        490              5.4246996e-07   
 1          52         89.216062        1          1          1          2          24.101018        0.37815358       475.89898        490              5.3082814e-07   
 1          53         94.060003        1          1          1          2          22.431803        0.38819305       477.5682         490              5.1929692e-07   
 1          54         99.146141        1          1          1          2          20.881267        0.39844166       479.11873        490              6.0387281e-07   
 1          55         104.48659        1          1          1          2          19.45149         0.40890399       480.54851        490              6.6773829e-07   
 1          56         110.09405        1          1          1          2          18.143231        0.41958471       481.85677        490              6.5165765e-07   
 1          57         115.98189        1          1          1          2          16.955933        0.43048862       483.04407        490              6.3570793e-07   
 1          58         122.16413        1          1          1          2          15.88768         0.44162065       484.11232        490              7.471381e-07    
 1          59         128.65547        1          1          1          2          14.93529         0.45298586       485.06471        490              7.2865148e-07   
 1          60         135.47138        1          1          1          2          14.094377        0.46458948       485.90562        490              7.1065042e-07   
 1          61         142.62809        1          1          1          2          13.359499        0.4764369        486.6405         490              6.9310911e-07   
 1          62         150.14263        1          1          1          2          12.724297        0.48853368       487.2757         490              6.7602156e-07   
 1          63         158.0329         1          1          1          2          12.181624        0.50088558       487.81838        490              7.0373615e-07   
 1          64         166.31769        1          1          1          2          11.723711        0.51349852       488.27629        490              6.8647709e-07   
 1          65         175.01671        1          1          1          2          11.342412        0.52637866       488.65759        490              6.7213844e-07   
 1          66         184.15068        1          1          1          2          11.029393        0.53953235       488.97061        490              6.5575991e-07   
 1          67         193.74135        1          1          1          2          10.776325        0.55296615       489.22368        490              6.3983206e-07   
 1          68         203.81156        1          1          1          2          10.575042        0.56668685       489.42496        490              6.2434194e-07   
 1          69         214.38528        1          1          1          2          10.417751        0.58070147       489.58225        490              6.0927538e-07   
 1          70         225.48768        1          1          1          2          10.297165        0.59501724       489.70284        490              5.9461728e-07   
 1          71         237.1452         1          1          1          2          10.206606        0.60964165       489.79339        490              5.8035357e-07   
