 IPER  ISTEP  TLEN  IDB  ILYR  IROW  ICOL  NODE  THIK  HEAD  THETA  VK  SKE  SKV
 1          1          0.38313807       1          1          1          2          1          2.6287136        9.8932724        0.4494005        0.001            1.021298e-05     0.01021298      
 1          1          0.38313807       1          1          1          2          2          2.6315636        9.9994275        0.44999679       0.001            1.0204129e-05    0.010204129     
 1          1          0.38313807       1          1          1          2          3          2.6315789        9.9999969        0.44999998       0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          4          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          5          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          6          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          7          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          8          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          9          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          1          0.38313807       1          1          1          2          10         1.3157895        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          1          2.6257554        9.7830594        0.44878018       0.001            1.0222187e-05    0.010222187     
 1          2          0.78543304       1          1          1          2          2          2.631531         9.9982128        0.44998997       0.001            1.0204231e-05    0.010204231     
 1          2          0.78543304       1          1          1          2          3          2.6315786        9.9999869        0.44999993       0.001            1.0204083e-05    0.010204083     
 1          2          0.78543304       1          1          1          2          4          2.6315789        9.9999999        0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          5          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          6          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          7          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          8          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          9          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          2          0.78543304       1          1          1          2          10         1.3157895        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          1          2.6227037        9.6693381        0.4481388        0.001            1.0231708e-05    0.010231708     
 1          3          1.2078428        1          1          1          2          2          2.6314791        9.9962804        0.44997912       0.001            1.0204391e-05    0.010204391     
 1          3          1.2078428        1          1          1          2          3          2.631578         9.9999651        0.4499998        0.001            1.0204085e-05    0.010204085     
 1          3          1.2078428        1          1          1          2          4          2.6315789        9.9999997        0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          5          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          6          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          7          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          8          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          9          2.6315789        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          3          1.2078428        1          1          1          2          10         1.3157895        10               0.45             0.001            1.0204082e-05    0.010204082     
 1          4          1.651373         1          1          1          2          1          2.6195583        9.5520946        0.44747615       0.001            1.0241545e-05    0.010241545     
 1          4          1.651373         1          1          1          2          2          2.6314057        9.9935496        0.4499638        0.001            1.0204619e-05    0.010204619     
 1          4          1.651373         1          1          1          2          3          2.6315769        9.9999255        0.44999958       0.001            1.0204088e-05    0.010204088     
