 IPER  ISTEP  TLEN  ILYR  STAIN  TOPIN  BOTIN  CSTIN  IBEIN  IBVIN  WSTIN  CNHIN  STAOUT  TOPOUT  BOTOUT  CSTOUT  IBEOUT  IBVOUT  WSTOUT  CNHOUT  ABER
 1          1          0.38313807       1          0                0                0                0                0                0.0057615437     0                0                0                0                0                0                0                0                0                0.0057615437     0               
 1          2          0.78543304       1          0                0                0                0                0                0.011743771      0                0                0                0                0                0                0                0                0                0.011743771      0               
 1          3          1.2078428        1          0                0                0                0                1.8316891e-17    0.017952093      0                0                0                0                0                0                0                0                0                0.017952093      8.6736174e-19   
 1          4          1.651373         1          0                0                0                0                1.8316891e-17    0.024391789      0                0                0                0                0                0                0                0                0                0.024391789      8.6736174e-19   
 1          5          2.1170797        1          0                0                0                0                1.8316891e-17    0.031067981      0                0                0                0                0                0                0                0                0                0.031067981      8.6736174e-19   
 1          6          2.6060717        1          0                0                0                0                1.8316891e-17    0.037985604      0                0                0                0                0                0                0                0                0                0.037985604      8.6736174e-19   
 1          7          3.1195134        1          0                0                0                0                1.8316891e-17    0.045149378      0                0                0                0                0                0                0                0                0                0.045149378      8.6736174e-19   
 1          8          3.6586271        1          0                0                0                0                1.8316891e-17    0.052563783      0                0                0                0                0                0                0                0                0                0.052563783      8.6736174e-19   
 1          9          4.2246966        1          0                0                0                0                1.8316891e-17    0.060233029      0                0                0                0                0                0                0                0                0                0.060233029      2.6020852e-18   
 1          10         4.8190695        1          0                0                0                0                1.8316891e-17    0.068161026      0                0                0                0                0                0                0                0                0                0.068161026      4.3368087e-18   
 1          11         5.443161         1          0                0                0                0                1.8316891e-17    0.076351357      0                0                0                0                0                0                0                0                0                0.076351357      4.3368087e-18   
 1          12         6.0984571        1          0                0                0                0                1.8316891e-17    0.084807252      0                0                0                0                0                0                0                0                0                0.084807252      6.0715322e-18   
 1          13         6.7865181        1          0                0                0                0                1.8316891e-17    0.093531565      0                0                0                0                0                0                0                0                0                0.093531565      6.0715322e-18   
